"data_type","num","precision1","Recall1","Fs1","precision2","Recall2","Fs2","precision3","Recall3","Fs3","precision4","Recall4","Fs4","precision5","Recall5","Fs5","precision6","Recall6","Fs6","precision7","Recall7","Fs7","precision8","Recall8","Fs8","precision9","Recall9","Fs9","precision10","Recall10","Fs10"
"BPIC20PermitLog","0.05","0.371052631578947","0.371052631578947","0.371052631578947","0.489473684210526","0.489473684210526","0.489473684210526","0.285714285714286","0.589473684210526","0.384879725085911","0.451730418943534","0.652631578947368","0.533907427341227","0.284403669724771","0.571052631578947","0.379702537182852","0.468812877263582","0.613157894736842","0.531356898517674","0.285911602209945","0.544736842105263","0.375","0.54380664652568","0.473684210526316","0.506329113924051","0.134559884559885","0.981578947368421","0.236675126903553","0.323624595469256","0.789473684210526","0.459066564651875"
"BPIC20PermitLog","0.1","0.432314410480349","0.432314410480349","0.432314410480349","0.586608442503639","0.586608442503639","0.586608442503639","0.359973136333109","0.780203784570597","0.492647058823529","0.542725173210162","0.684133915574964","0.605280103026401","0.416666666666667","0.49490538573508","0.452428476380572","0.664077669902913","0.497816593886463","0.569051580698835","0.419395465994962","0.48471615720524","0.449696151249156","0.753768844221106","0.436681222707424","0.552995391705069","0.391829155060353","0.614264919941776","0.478458049886621","0.481412639405204","0.754002911208151","0.587634713556438"
"BPIC20PermitLog","0.2","0.574963609898108","0.574963609898108","0.574963609898108","0.676855895196507","0.676855895196507","0.676855895196507","0.515555555555556","0.844250363901019","0.640176600441501","0.605774278215223","0.839883551673945","0.703873132052455","0.630504833512352","0.427219796215429","0.509327548806941","0.846921797004992","0.370451237263464","0.515443037974684","0.629946524064171","0.428675400291121","0.510177566045907","0.888454011741683","0.330422125181951","0.481697612732095","0.401313825022395","0.978165938864629","0.569129790387466","0.781212841854935","0.478165938864629","0.593227990970655"
"BPIC20PermitLog","0.3","0.645396536007293","0.645396536007293","0.645396536007293","0.746581586144029","0.746581586144029","0.746581586144029","0.614147909967846","0.870556061987238","0.720211161387632","0.736752136752137","0.785779398359161","0.760476400529334","0.724242424242424","0.326800364630811","0.450376884422111","0.909470752089137","0.297629899726527","0.448489010989011","0.725975261655566","0.347766636280766","0.470261941448382","0.941080196399345","0.26207839562443","0.409982174688057","0.552845528455285","0.960802187784868","0.701847844181788","0.872538860103627","0.383773928896992","0.533080088635644"
"BPIC20PrepaidTravelCost","0.05","0.583333333333333","0.583333333333333","0.583333333333333","0.648148148148148","0.648148148148148","0.648148148148148","0.547297297297297","0.75","0.6328125","0.648","0.75","0.695278969957081","0.396761133603239","0.907407407407407","0.552112676056338","0.477064220183486","0.962962962962963","0.638036809815951","0.434977578475336","0.898148148148148","0.586102719033233","0.49748743718593","0.916666666666667","0.644951140065147","0.169278996865204","1","0.289544235924933","0.49748743718593","0.916666666666667","0.644951140065147"
"BPIC20PrepaidTravelCost","0.1","0.699551569506726","0.699551569506726","0.699551569506726","0.681614349775785","0.681614349775785","0.681614349775785","0.62046204620462","0.84304932735426","0.714828897338403","0.637540453074434","0.883408071748879","0.740601503759398","0.620689655172414","0.807174887892377","0.701754385964912","0.66044776119403","0.79372197309417","0.720977596741344","0.633093525179856","0.789237668161435","0.702594810379241","0.673151750972763","0.775784753363229","0.720833333333333","0.296","0.995515695067265","0.456320657759507","0.333333333333333","0.995515695067265","0.499437570303712"
"BPIC20PrepaidTravelCost","0.2","0.709183673469388","0.709183673469388","0.709183673469388","0.74234693877551","0.74234693877551","0.74234693877551","0.662942271880819","0.908163265306122","0.766415500538213","0.712244897959184","0.89030612244898","0.791383219954648","0.723905723905724","0.548469387755102","0.624092888243832","0.79467680608365","0.533163265306122","0.638167938931298","0.718954248366013","0.561224489795918","0.630372492836676","0.79467680608365","0.533163265306122","0.638167938931298","0.544817927170868","0.99234693877551","0.703435804701627","0.495541401273885","0.99234693877551","0.661002548853016"
"BPIC20PrepaidTravelCost","0.3","0.757264957264957","0.757264957264957","0.757264957264957","0.776068376068376","0.776068376068376","0.776068376068376","0.692015209125475","0.933333333333333","0.794759825327511","0.707161125319693","0.945299145299145","0.809070958302853","0.828571428571429","0.396581196581197","0.536416184971098","0.868525896414343","0.372649572649573","0.521531100478469","0.79746835443038","0.430769230769231","0.559378468368479","0.851985559566787","0.403418803418803","0.547563805104408","0.642285714285714","0.960683760683761","0.76986301369863","0.692115143929912","0.945299145299145","0.799132947976879"
"BPIC20RequestForPayment","0.05","0.734138972809668","0.734138972809668","0.734138972809668","0.806646525679758","0.806646525679758","0.806646525679758","0.708530805687204","0.903323262839879","0.794156706507304","0.813559322033898","0.870090634441088","0.840875912408759","0.705035971223022","0.88821752265861","0.786096256684492","0.707142857142857","0.897280966767372","0.790945406125167","0.745644599303136","0.646525679758308","0.692556634304207","0.833887043189369","0.758308157099698","0.794303797468354","0.676470588235294","0.903323262839879","0.773609314359638","0.544368600682594","0.963746223564955","0.695747001090513"
"BPIC20RequestForPayment","0.1","0.781659388646288","0.781659388646288","0.781659388646288","0.786026200873362","0.786026200873362","0.786026200873363","0.742749054224464","0.857350800582242","0.795945945945946","0.719827586206897","0.972343522561863","0.827244582043344","0.805496828752643","0.554585152838428","0.656896551724138","0.852207293666027","0.646288209606987","0.735099337748344","0.848484848484849","0.448326055312955","0.586666666666667","0.880636604774536","0.483260553129549","0.62406015037594","0.619091751621872","0.972343522561863","0.756511891279728","0.725","0.928675400291121","0.814294830887045"
"BPIC20RequestForPayment","0.2","0.759377211606511","0.759377211606511","0.759377211606511","0.833687190375088","0.833687190375088","0.833687190375088","0.754955947136564","0.970276008492569","0.849179312480644","0.787478460654796","0.970276008492569","0.869372225745086","0.892727272727273","0.347487615003539","0.500254712175242","0.902208201892745","0.40481245576787","0.558866634098681","0.88641975308642","0.254069355980184","0.394939493949395","0.9021113243762","0.332625619249823","0.486039296794209","0.747625508819539","0.779900920028309","0.763422237616903","0.812445980985307","0.665251238499646","0.731517509727627"
"BPIC20RequestForPayment","0.3","0.843765162542455","0.843765162542455","0.843765162542455","0.842309558466764","0.842309558466764","0.842309558466764","0.813057583130576","0.972828723920427","0.885796333112436","0.838912133891213","0.972828723920427","0.900921141316558","0.90299823633157","0.248423095584668","0.389649923896499","0.913522012578616","0.28190198932557","0.430849091583241","0.919811320754717","0.189228529839884","0.313883299798793","0.933463796477495","0.231441048034935","0.370917573872473","0.829026937877955","0.731683648714216","0.777319587628866","0.838912133891213","0.972828723920427","0.900921141316558"
"Helpdesk","0.05","0.490990990990991","0.490990990990991","0.490990990990991","0.527027027027027","0.527027027027027","0.527027027027027","0.411347517730496","0.783783783783784","0.53953488372093","0.479224376731302","0.779279279279279","0.593481989708405","0.490909090909091","0.486486486486487","0.48868778280543","0.52803738317757","0.509009009009009","0.518348623853211","0.594117647058824","0.454954954954955","0.51530612244898","0.561797752808989","0.45045045045045","0.5","0.443333333333333","0.599099099099099","0.509578544061303","0.464","0.783783783783784","0.582914572864322"
"Helpdesk","0.1","0.610244988864143","0.610244988864143","0.610244988864143","0.614699331848552","0.614699331848552","0.614699331848552","0.574275362318841","0.706013363028953","0.633366633366633","0.602763385146805","0.77728285077951","0.678988326848249","0.712328767123288","0.463251670378619","0.56140350877193","0.715753424657534","0.465478841870824","0.564102564102564","0.783898305084746","0.412026726057906","0.54014598540146","0.79746835443038","0.420935412026726","0.551020408163265","0.534338358458961","0.710467706013363","0.609942638623327","0.694362017804154","0.521158129175947","0.595419847328244"
"Helpdesk","0.2","0.63695652173913","0.63695652173913","0.63695652173913","0.670652173913043","0.670652173913043","0.670652173913043","0.581347855684139","0.928260869565217","0.714943491000419","0.620363636363636","0.927173913043478","0.743355119825708","0.819178082191781","0.325","0.465369649805447","0.843137254901961","0.373913043478261","0.518072289156627","0.825396825396825","0.226086956521739","0.354948805460751","0.849693251533742","0.301086956521739","0.4446227929374","0.716577540106952","0.582608695652174","0.642685851318945","0.801571709233792","0.443478260869565","0.571028691392582"
"Helpdesk","0.3","0.680310515172901","0.680310515172901","0.680310515172901","0.701482004234298","0.701482004234298","0.701482004234298","0.696729957805907","0.932251235003529","0.797464533655297","0.69783412572636","0.932251235003529","0.798187311178248","0.870689655172414","0.213832039520113","0.343342776203966","0.88963963963964","0.278757939308398","0.424502955400322","0.869402985074627","0.164431898376853","0.276557863501484","0.871069182389937","0.195483415666902","0.319308357348703","0.809368191721133","0.524347212420607","0.636402569593148","0.882869692532943","0.425546930134086","0.574285714285714"
